"Tabela 6782 - Número de estabelecimentos agropecuários com bovinos, Efetivos, Venda e Produção de leite, por direção dos trabalhos do estabelecimento agropecuário e origem da orientação técnica recebida - resultados preliminares 2017"
"Variável - Número de estabelecimentos agropecuários que produziram leite (Unidades)"
"Município";"Origem da orientação técnica recebida";"Ano x Direção dos trabalhos do estabelecimento agropecuário"
"Município";"Origem da orientação técnica recebida";"2017"
"Município";"Origem da orientação técnica recebida";"Total"
"Porto Vera Cruz (RS)";"Total";"169"
"Porto Xavier (RS)";"Total";"483"
"Pouso Novo (RS)";"Total";"154"
"Presidente Lucena (RS)";"Total";"45"
"Progresso (RS)";"Total";"579"
"Protásio Alves (RS)";"Total";"159"
"Putinga (RS)";"Total";"340"
"Quaraí (RS)";"Total";"137"
"Quatro Irmãos (RS)";"Total";"105"
"Quevedos (RS)";"Total";"157"
"Quinze de Novembro (RS)";"Total";"253"
"Redentora (RS)";"Total";"291"
"Relvado (RS)";"Total";"187"
"Restinga Sêca (RS)";"Total";"199"
"Rio dos Índios (RS)";"Total";"330"
"Rio Grande (RS)";"Total";"221"
"Rio Pardo (RS)";"Total";"796"
"Riozinho (RS)";"Total";"91"
"Roca Sales (RS)";"Total";"333"
"Rodeio Bonito (RS)";"Total";"264"
"Rolador (RS)";"Total";"335"
"Rolante (RS)";"Total";"324"
"Ronda Alta (RS)";"Total";"395"
"Rondinha (RS)";"Total";"486"
"Roque Gonzales (RS)";"Total";"459"
"Rosário do Sul (RS)";"Total";"533"
"Sagrada Família (RS)";"Total";"134"
"Saldanha Marinho (RS)";"Total";"102"
"Salto do Jacuí (RS)";"Total";"166"
"Salvador das Missões (RS)";"Total";"192"
"Salvador do Sul (RS)";"Total";"85"
"Sananduva (RS)";"Total";"766"
"Santa Bárbara do Sul (RS)";"Total";"151"
"Santa Cecília do Sul (RS)";"Total";"181"
"Santa Clara do Sul (RS)";"Total";"294"
"Santa Cruz do Sul (RS)";"Total";"926"
"Santa Maria (RS)";"Total";"573"
"Santa Maria do Herval (RS)";"Total";"168"
"Santa Margarida do Sul (RS)";"Total";"109"
"Santana da Boa Vista (RS)";"Total";"471"
"Sant'Ana do Livramento (RS)";"Total";"587"
"Santa Rosa (RS)";"Total";"721"
"Santa Tereza (RS)";"Total";"83"
"Santa Vitória do Palmar (RS)";"Total";"59"
"Santiago (RS)";"Total";"186"
"Santo Ângelo (RS)";"Total";"563"
"Santo Antônio do Palma (RS)";"Total";"220"
"Santo Antônio da Patrulha (RS)";"Total";"803"
"Santo Antônio das Missões (RS)";"Total";"507"
"Santo Antônio do Planalto (RS)";"Total";"65"
"Santo Augusto (RS)";"Total";"245"
"Santo Cristo (RS)";"Total";"980"
"Santo Expedito do Sul (RS)";"Total";"257"
"São Borja (RS)";"Total";"301"
"São Domingos do Sul (RS)";"Total";"108"
"São Francisco de Assis (RS)";"Total";"423"
"São Francisco de Paula (RS)";"Total";"424"
"São Gabriel (RS)";"Total";"653"
"São Jerônimo (RS)";"Total";"322"
"São João da Urtiga (RS)";"Total";"283"
"São João do Polêsine (RS)";"Total";"56"
"São Jorge (RS)";"Total";"202"
"São José das Missões (RS)";"Total";"149"
"São José do Herval (RS)";"Total";"92"
"São José do Hortêncio (RS)";"Total";"51"
"São José do Inhacorá (RS)";"Total";"248"
"São José do Norte (RS)";"Total";"110"
"São José do Ouro (RS)";"Total";"296"
"São José do Sul (RS)";"Total";"29"
"São José dos Ausentes (RS)";"Total";"130"
"São Leopoldo (RS)";"Total";"19"
"São Lourenço do Sul (RS)";"Total";"1263"
"São Luiz Gonzaga (RS)";"Total";"372"
"São Marcos (RS)";"Total";"86"
"São Martinho (RS)";"Total";"287"
"São Martinho da Serra (RS)";"Total";"273"
"São Miguel das Missões (RS)";"Total";"309"
"São Nicolau (RS)";"Total";"274"
"São Paulo das Missões (RS)";"Total";"724"
